transaction_id,customer_id,persona,date,hour,branch,channel,items,num_items,amount_bhd,payment_method,loyalty_member
TXN113410,CUST0044,Daily Regular,2024-06-01,14,Muharraq,Takeaway,Espresso,1,1.2,Benefit Pay,False
TXN112787,CUST0042,Daily Regular,2024-06-01,19,Seef,Takeaway,Spanish Latte,1,2.1,Card,True
TXN150655,CUST0335,Weekend Visitor,2024-06-01,18,Muharraq,Takeaway,Iced Latte + Halloumi Sandwich + Avocado Toast + Date Cake,4,10.9,Benefit Pay,False
TXN157061,CUST0631,Occasional,2024-06-01,17,Muharraq,Dine-in,Cold Brew + Karak Tea,2,3.0,Benefit Pay,False
TXN114471,CUST0047,Daily Regular,2024-06-01,17,Adliya,Takeaway,Matcha Latte + Karak Tea,2,3.3,Apple Pay,True
TXN152691,CUST0397,Weekend Visitor,2024-06-01,11,Adliya,Dine-in,Cortado + Date Cake + Americano + Cortado,4,6.8,Cash,True
TXN109857,CUST0033,Daily Regular,2024-06-02,10,Seef,Jahez,Espresso + Flat White,2,3.1,Cash,True
TXN103056,CUST0010,Daily Regular,2024-06-02,8,Seef,Dine-in,Iced Latte,1,2.0,Cash,True
TXN101781,CUST0006,Daily Regular,2024-06-02,15,Muharraq,Dine-in,Cold Brew + Americano,2,3.6,Benefit Pay,True
TXN125490,CUST0088,Daily Regular,2024-06-02,16,Seef,Dine-in,Cappuccino + Iced Latte,2,3.8,Benefit Pay,True
TXN121363,CUST0073,Daily Regular,2024-06-02,16,Muharraq,Talabat,Iced Latte,1,2.0,Benefit Pay,True
TXN138778,CUST0169,Frequent,2024-06-02,12,Seef,Dine-in,Cappuccino + Latte + Cappuccino,3,5.4,Card,True
TXN125982,CUST0090,Daily Regular,2024-06-02,10,Adliya,Dine-in,Cold Brew,1,2.2,Benefit Pay,True
TXN109771,CUST0033,Daily Regular,2024-06-02,18,Seef,Dine-in,Spanish Latte,1,2.1,Card,True
TXN126926,CUST0093,Daily Regular,2024-06-02,17,Muharraq,Dine-in,Matcha Latte,1,2.5,Card,True
TXN143335,CUST0227,Frequent,2024-06-02,8,Muharraq,Dine-in,Spanish Latte,1,2.1,Benefit Pay,True
TXN127076,CUST0094,Daily Regular,2024-06-02,10,Riffa,Dine-in,Spanish Latte + Cappuccino,2,3.9,Benefit Pay,True
TXN100750,CUST0003,Daily Regular,2024-06-02,16,Muharraq,Dine-in,Iced Latte,1,2.0,Cash,True
TXN153480,CUST0421,Weekend Visitor,2024-06-02,15,Seef,Takeaway,Cortado + Americano,2,3.0,Benefit Pay,False
TXN125919,CUST0090,Daily Regular,2024-06-02,8,Seef,Takeaway,Matcha Latte + Halloumi Sandwich,2,5.7,Benefit Pay,True
TXN100334,CUST0001,Daily Regular,2024-06-02,13,Seef,Dine-in,Spanish Latte + Croissant,2,3.6,Card,True
TXN153662,CUST0426,Weekend Visitor,2024-06-02,13,Muharraq,Jahez,Cortado + Croissant + Cappuccino,3,4.9,Card,True
TXN130085,CUST0105,Daily Regular,2024-06-02,11,Adliya,Dine-in,Spanish Latte,1,2.1,Card,True
TXN140105,CUST0187,Frequent,2024-06-02,9,Riffa,Takeaway,Cold Brew,1,2.2,Card,True
TXN104529,CUST0016,Daily Regular,2024-06-02,16,Muharraq,Takeaway,Iced Latte + Karak Tea,2,2.8,Card,False
TXN100830,CUST0003,Daily Regular,2024-06-02,11,Muharraq,Dine-in,Espresso,1,1.2,Card,True
TXN127416,CUST0096,Daily Regular,2024-06-02,11,Riffa,Takeaway,Latte,1,1.8,Benefit Pay,True
TXN143012,CUST0224,Frequent,2024-06-02,16,Riffa,Talabat,Cold Brew,1,2.2,Card,True
TXN135981,CUST0135,Frequent,2024-06-02,19,Seef,Jahez,Spanish Latte,1,2.1,Card,True
TXN121552,CUST0073,Daily Regular,2024-06-02,16,Riffa,Dine-in,Iced Latte + Cold Brew,2,4.2,Card,True
TXN121515,CUST0073,Daily Regular,2024-06-02,7,Riffa,Dine-in,Flat White,1,1.9,Cash,True
TXN156149,CUST0505,Occasional,2024-06-02,8,Adliya,Talabat,Spanish Latte + Cappuccino,2,3.9,Benefit Pay,False
TXN150021,CUST0315,Weekend Visitor,2024-06-02,10,Adliya,Jahez,Cappuccino + Spanish Latte,2,3.9,Benefit Pay,False
TXN102151,CUST0008,Daily Regular,2024-06-02,8,Seef,Dine-in,Cortado,1,1.6,Benefit Pay,True
TXN118337,CUST0062,Daily Regular,2024-06-02,12,Adliya,Dine-in,Cortado + Cappuccino,2,3.4,Benefit Pay,True
TXN143184,CUST0226,Frequent,2024-06-02,9,Adliya,Takeaway,Cortado + Cappuccino + Cortado,3,5.0,Benefit Pay,False
TXN157176,CUST0644,Occasional,2024-06-02,19,Riffa,Takeaway,Latte + Flat White,2,3.7,Apple Pay,False
TXN116881,CUST0057,Daily Regular,2024-06-02,15,Muharraq,Takeaway,Matcha Latte + Flat White,2,4.4,Benefit Pay,True
TXN120319,CUST0069,Daily Regular,2024-06-02,7,Muharraq,Dine-in,Espresso + Spanish Latte,2,3.3,Apple Pay,True
TXN136667,CUST0144,Frequent,2024-06-02,16,Seef,Takeaway,Americano,1,1.4,Benefit Pay,False
TXN123706,CUST0082,Daily Regular,2024-06-02,15,Adliya,Talabat,Cortado,1,1.6,Card,True
TXN150139,CUST0319,Weekend Visitor,2024-06-02,16,Adliya,Jahez,Americano + Cortado + Flat White,3,4.9,Card,False
TXN123881,CUST0082,Daily Regular,2024-06-02,10,Adliya,Takeaway,Iced Latte + Cappuccino,2,3.8,Card,True
TXN114205,CUST0047,Daily Regular,2024-06-02,10,Adliya,Dine-in,Iced Latte,1,2.0,Apple Pay,True
TXN144643,CUST0244,Frequent,2024-06-02,10,Adliya,Dine-in,Iced Latte,1,2.0,Apple Pay,False
TXN103283,CUST0011,Daily Regular,2024-06-02,20,Muharraq,Dine-in,Flat White + Matcha Latte,2,4.4,Benefit Pay,True
TXN143738,CUST0232,Frequent,2024-06-02,13,Riffa,Talabat,Latte + Croissant,2,3.3,Benefit Pay,True
TXN109938,CUST0033,Daily Regular,2024-06-02,20,Seef,Jahez,Flat White + Cold Brew,2,4.1,Apple Pay,True
TXN105233,CUST0018,Daily Regular,2024-06-02,8,Seef,Takeaway,Cortado,1,1.6,Benefit Pay,True
TXN109727,CUST0033,Daily Regular,2024-06-02,19,Seef,Talabat,Iced Latte + Date Cake,2,4.2,Card,True
TXN123965,CUST0083,Daily Regular,2024-06-02,9,Adliya,Takeaway,Latte + Karak Tea,2,2.6,Benefit Pay,False
TXN151789,CUST0369,Weekend Visitor,2024-06-02,16,Seef,Takeaway,Spanish Latte + Halloumi Sandwich + Cortado,3,6.9,Card,False
TXN112898,CUST0042,Daily Regular,2024-06-02,8,Seef,Dine-in,Spanish Latte,1,2.1,Cash,True
TXN151718,CUST0367,Weekend Visitor,2024-06-02,7,Adliya,Dine-in,Cappuccino + Date Cake + Cortado,3,5.6,Benefit Pay,False
TXN124015,CUST0083,Daily Regular,2024-06-02,10,Adliya,Dine-in,Cold Brew,1,2.2,Benefit Pay,False
TXN131930,CUST0111,Daily Regular,2024-06-02,7,Seef,Takeaway,Latte,1,1.8,Card,False
TXN151725,CUST0367,Weekend Visitor,2024-06-02,7,Adliya,Jahez,Cold Brew + Cortado + Iced Latte,3,5.8,Card,False
TXN101715,CUST0006,Daily Regular,2024-06-02,16,Muharraq,Talabat,Spanish Latte + Spanish Latte,2,4.2,Apple Pay,True
TXN124073,CUST0083,Daily Regular,2024-06-02,8,Adliya,Takeaway,Iced Latte,1,2.0,Cash,False
TXN137951,CUST0159,Frequent,2024-06-02,9,Seef,Dine-in,Cortado + Croissant + Matcha Latte,3,5.6,Card,True
TXN143564,CUST0230,Frequent,2024-06-02,9,Seef,Takeaway,Cold Brew + Americano,2,3.6,Apple Pay,True
TXN111046,CUST0037,Daily Regular,2024-06-02,16,Riffa,Takeaway,Matcha Latte + Cheesecake,2,5.3,Cash,False
TXN133338,CUST0115,Daily Regular,2024-06-02,19,Seef,Jahez,Cappuccino + Avocado Toast,2,5.3,Benefit Pay,True
TXN155505,CUST0481,Weekend Visitor,2024-06-02,9,Riffa,Takeaway,Espresso + Cortado + Iced Latte + Iced Latte,4,6.8,Benefit Pay,False
TXN121304,CUST0073,Daily Regular,2024-06-02,9,Riffa,Dine-in,Cappuccino,1,1.8,Apple Pay,True
TXN148925,CUST0294,Frequent,2024-06-02,13,Riffa,Takeaway,Iced Latte,1,2.0,Apple Pay,True
TXN102018,CUST0007,Daily Regular,2024-06-02,8,Muharraq,Takeaway,Iced Latte + Karak Tea,2,2.8,Apple Pay,True
TXN103353,CUST0011,Daily Regular,2024-06-02,12,Muharraq,Jahez,Iced Latte,1,2.0,Cash,True
TXN101532,CUST0006,Daily Regular,2024-06-02,20,Muharraq,Dine-in,Cold Brew,1,2.2,Card,True
TXN123737,CUST0082,Daily Regular,2024-06-02,10,Adliya,Dine-in,Spanish Latte + Cappuccino,2,3.9,Benefit Pay,True
TXN114643,CUST0048,Daily Regular,2024-06-02,15,Adliya,Talabat,Flat White,1,1.9,Card,True
TXN151239,CUST0353,Weekend Visitor,2024-06-02,14,Riffa,Takeaway,Flat White + Espresso + Halloumi Sandwich,3,6.3,Card,False
TXN148952,CUST0295,Frequent,2024-06-02,10,Riffa,Dine-in,Spanish Latte + Cheesecake + Americano,3,6.3,Card,True
TXN124330,CUST0084,Daily Regular,2024-06-02,10,Muharraq,Dine-in,Espresso + Cortado,2,2.8,Benefit Pay,True
TXN120952,CUST0072,Daily Regular,2024-06-02,16,Seef,Takeaway,Espresso,1,1.2,Benefit Pay,True
TXN117616,CUST0060,Daily Regular,2024-06-02,9,Muharraq,Talabat,Cold Brew + Halloumi Sandwich,2,5.4,Benefit Pay,True
TXN123759,CUST0082,Daily Regular,2024-06-02,7,Seef,Takeaway,Cold Brew,1,2.2,Card,True
TXN108533,CUST0029,Daily Regular,2024-06-02,9,Seef,Dine-in,Cappuccino + Cappuccino,2,3.6,Benefit Pay,True
TXN112394,CUST0041,Daily Regular,2024-06-02,9,Muharraq,Dine-in,Espresso + Americano,2,2.6,Card,True
TXN109590,CUST0032,Daily Regular,2024-06-02,15,Riffa,Dine-in,Cortado,1,1.6,Apple Pay,True
TXN134049,CUST0118,Daily Regular,2024-06-02,9,Adliya,Takeaway,Espresso,1,1.2,Benefit Pay,True
TXN126793,CUST0093,Daily Regular,2024-06-02,12,Seef,Talabat,Americano + Cortado,2,3.0,Benefit Pay,True
TXN144250,CUST0238,Frequent,2024-06-02,12,Riffa,Dine-in,Matcha Latte + Matcha Latte,2,5.0,Benefit Pay,True
TXN133436,CUST0116,Daily Regular,2024-06-02,17,Riffa,Dine-in,Americano,1,1.4,Benefit Pay,False
TXN151025,CUST0346,Weekend Visitor,2024-06-02,15,Riffa,Dine-in,Cold Brew + Avocado Toast + Avocado Toast + Iced Latte,4,11.2,Apple Pay,False
TXN145359,CUST0252,Frequent,2024-06-02,18,Riffa,Dine-in,Cappuccino + Spanish Latte,2,3.9,Cash,True
TXN150603,CUST0334,Weekend Visitor,2024-06-02,16,Seef,Takeaway,Latte + Cheesecake + Matcha Latte + Latte,4,8.9,Benefit Pay,True
TXN100987,CUST0004,Daily Regular,2024-06-02,18,Adliya,Dine-in,Iced Latte,1,2.0,Benefit Pay,False
TXN142393,CUST0217,Frequent,2024-06-02,8,Riffa,Dine-in,Cortado + Cortado,2,3.2,Apple Pay,True
TXN120553,CUST0070,Daily Regular,2024-06-02,8,Adliya,Takeaway,Cortado + Flat White,2,3.5,Benefit Pay,True
TXN136540,CUST0142,Frequent,2024-06-02,8,Riffa,Takeaway,Cortado + Cortado,2,3.2,Benefit Pay,True
TXN125119,CUST0087,Daily Regular,2024-06-02,10,Seef,Takeaway,Spanish Latte,1,2.1,Benefit Pay,True
TXN128124,CUST0098,Daily Regular,2024-06-02,13,Muharraq,Dine-in,Flat White + Flat White,2,3.8,Apple Pay,True
TXN122866,CUST0078,Daily Regular,2024-06-02,8,Muharraq,Takeaway,Cappuccino + Flat White,2,3.7,Benefit Pay,True
TXN154620,CUST0454,Weekend Visitor,2024-06-02,14,Adliya,Talabat,Cappuccino + Cappuccino,2,3.6,Cash,True
TXN110858,CUST0036,Daily Regular,2024-06-02,9,Riffa,Dine-in,Matcha Latte,1,2.5,Apple Pay,True
TXN150354,CUST0326,Weekend Visitor,2024-06-02,11,Adliya,Takeaway,Spanish Latte + Matcha Latte,2,4.6,Apple Pay,False
TXN110767,CUST0036,Daily Regular,2024-06-02,8,Riffa,Talabat,Cortado + Croissant,2,3.1,Cash,True
TXN106899,CUST0023,Daily Regular,2024-06-02,19,Adliya,Dine-in,Cold Brew,1,2.2,Benefit Pay,True
TXN113915,CUST0045,Daily Regular,2024-06-02,8,Muharraq,Takeaway,Flat White + Croissant,2,3.4,Apple Pay,False
TXN124824,CUST0086,Daily Regular,2024-06-02,9,Seef,Dine-in,Spanish Latte + Karak Tea,2,2.9,Cash,True
TXN118152,CUST0062,Daily Regular,2024-06-02,14,Riffa,Talabat,Latte + Avocado Toast,2,5.3,Benefit Pay,True
TXN113440,CUST0044,Daily Regular,2024-06-02,12,Muharraq,Jahez,Americano + Matcha Latte,2,3.9,Card,False
TXN145024,CUST0248,Frequent,2024-06-02,12,Muharraq,Takeaway,Cold Brew + Avocado Toast + Flat White,3,7.6,Benefit Pay,True
TXN156309,CUST0528,Occasional,2024-06-02,15,Adliya,Takeaway,Espresso + Americano,2,2.6,Benefit Pay,False
TXN122667,CUST0078,Daily Regular,2024-06-02,16,Seef,Dine-in,Cold Brew,1,2.2,Apple Pay,True
TXN150824,CUST0339,Weekend Visitor,2024-06-02,15,Muharraq,Dine-in,Spanish Latte + Avocado Toast + Latte + Matcha Latte,4,9.9,Benefit Pay,False
TXN112128,CUST0040,Daily Regular,2024-06-02,19,Adliya,Jahez,Americano,1,1.4,Apple Pay,True
TXN122679,CUST0078,Daily Regular,2024-06-02,19,Muharraq,Takeaway,Cappuccino,1,1.8,Cash,True
TXN142119,CUST0214,Frequent,2024-06-02,12,Adliya,Talabat,Latte,1,1.8,Benefit Pay,False
TXN115870,CUST0052,Daily Regular,2024-06-02,13,Seef,Takeaway,Spanish Latte + Cappuccino,2,3.9,Benefit Pay,True
TXN133618,CUST0116,Daily Regular,2024-06-02,14,Riffa,Talabat,Cold Brew,1,2.2,Benefit Pay,False
TXN153988,CUST0436,Weekend Visitor,2024-06-02,17,Riffa,Dine-in,Cappuccino + Cortado,2,3.4,Card,False
TXN121938,CUST0075,Daily Regular,2024-06-02,17,Seef,Takeaway,Iced Latte + Croissant,2,3.5,Cash,True
TXN115825,CUST0052,Daily Regular,2024-06-02,18,Muharraq,Takeaway,Spanish Latte + Cappuccino,2,3.9,Apple Pay,True
TXN137321,CUST0151,Frequent,2024-06-02,7,Adliya,Takeaway,Cortado,1,1.6,Card,False
TXN122087,CUST0076,Daily Regular,2024-06-02,8,Seef,Dine-in,Matcha Latte,1,2.5,Card,True
TXN154072,CUST0439,Weekend Visitor,2024-06-02,19,Muharraq,Dine-in,Cappuccino + Date Cake,2,4.0,Card,False
TXN122737,CUST0078,Daily Regular,2024-06-02,18,Muharraq,Talabat,Espresso + Cappuccino,2,3.0,Benefit Pay,True
TXN129650,CUST0104,Daily Regular,2024-06-02,12,Adliya,Talabat,Espresso,1,1.2,Cash,False
TXN128152,CUST0098,Daily Regular,2024-06-02,17,Muharraq,Takeaway,Cortado + Latte,2,3.4,Apple Pay,True
TXN125255,CUST0087,Daily Regular,2024-06-02,10,Adliya,Takeaway,Latte,1,1.8,Benefit Pay,True
TXN154901,CUST0462,Weekend Visitor,2024-06-02,13,Adliya,Dine-in,Espresso + Espresso + Iced Latte + Cortado,4,6.0,Benefit Pay,False
TXN140718,CUST0196,Frequent,2024-06-02,9,Muharraq,Dine-in,Cappuccino + Cortado,2,3.4,Benefit Pay,True
TXN127796,CUST0097,Daily Regular,2024-06-02,18,Seef,Takeaway,Cortado + Cortado,2,3.2,Benefit Pay,True
TXN115601,CUST0052,Daily Regular,2024-06-02,11,Seef,Dine-in,Iced Latte,1,2.0,Benefit Pay,True
TXN129094,CUST0102,Daily Regular,2024-06-02,8,Riffa,Talabat,Spanish Latte + Cappuccino,2,3.9,Apple Pay,False
TXN141016,CUST0200,Frequent,2024-06-02,8,Adliya,Jahez,Iced Latte + Halloumi Sandwich,2,5.2,Card,True
TXN132840,CUST0114,Daily Regular,2024-06-02,16,Seef,Talabat,Latte,1,1.8,Apple Pay,True
TXN141150,CUST0201,Frequent,2024-06-02,11,Riffa,Dine-in,Cold Brew + Matcha Latte + Cold Brew,3,6.9,Card,True
TXN147850,CUST0281,Frequent,2024-06-02,16,Adliya,Talabat,Cappuccino,1,1.8,Apple Pay,True
TXN105105,CUST0017,Daily Regular,2024-06-02,15,Muharraq,Dine-in,Iced Latte,1,2.0,Card,False
TXN115017,CUST0049,Daily Regular,2024-06-02,12,Riffa,Talabat,Cold Brew + Cold Brew,2,4.4,Card,True
TXN120536,CUST0070,Daily Regular,2024-06-02,17,Muharraq,Takeaway,Americano,1,1.4,Apple Pay,True
TXN101192,CUST0004,Daily Regular,2024-06-02,13,Adliya,Dine-in,Matcha Latte + Cappuccino,2,4.3,Cash,False
TXN140367,CUST0191,Frequent,2024-06-02,9,Seef,Takeaway,Cappuccino,1,1.8,Apple Pay,True
TXN108878,CUST0030,Daily Regular,2024-06-02,12,Adliya,Takeaway,Flat White + Date Cake,2,4.1,Benefit Pay,False
TXN119143,CUST0065,Daily Regular,2024-06-02,7,Riffa,Takeaway,Cortado + Espresso,2,2.8,Apple Pay,True
TXN141313,CUST0204,Frequent,2024-06-02,16,Seef,Takeaway,Spanish Latte,1,2.1,Card,True
TXN150680,CUST0335,Weekend Visitor,2024-06-02,20,Muharraq,Dine-in,Spanish Latte + Halloumi Sandwich + Americano,3,6.7,Card,False
TXN137570,CUST0155,Frequent,2024-06-02,14,Muharraq,Dine-in,Latte,1,1.8,Apple Pay,True
TXN142767,CUST0221,Frequent,2024-06-02,16,Adliya,Talabat,Espresso + Karak Tea + Cold Brew,3,4.2,Benefit Pay,True
TXN128994,CUST0102,Daily Regular,2024-06-02,13,Riffa,Jahez,Americano + Cold Brew,2,3.6,Benefit Pay,False
TXN135848,CUST0133,Frequent,2024-06-02,14,Riffa,Jahez,Cortado + Espresso + Cold Brew,3,5.0,Benefit Pay,True
TXN125825,CUST0090,Daily Regular,2024-06-03,16,Seef,Jahez,Flat White + Matcha Latte,2,4.4,Benefit Pay,True
TXN107163,CUST0024,Daily Regular,2024-06-03,8,Adliya,Talabat,Spanish Latte,1,2.1,Card,True
TXN137394,CUST0152,Frequent,2024-06-03,21,Seef,Takeaway,Spanish Latte,1,2.1,Card,True
TXN143949,CUST0235,Frequent,2024-06-03,12,Muharraq,Jahez,Latte,1,1.8,Benefit Pay,True
TXN146107,CUST0262,Frequent,2024-06-03,11,Muharraq,Dine-in,Flat White + Spanish Latte,2,4.0,Apple Pay,True
TXN109020,CUST0030,Daily Regular,2024-06-03,15,Adliya,Dine-in,Matcha Latte + Flat White,2,4.4,Card,False
TXN105459,CUST0019,Daily Regular,2024-06-03,12,Seef,Dine-in,Flat White,1,1.9,Benefit Pay,False
TXN114524,CUST0047,Daily Regular,2024-06-03,8,Seef,Dine-in,Espresso + Cortado,2,2.8,Cash,True
TXN111363,CUST0038,Daily Regular,2024-06-03,9,Seef,Dine-in,Iced Latte + Cappuccino,2,3.8,Benefit Pay,True
TXN156342,CUST0534,Occasional,2024-06-03,8,Muharraq,Jahez,Americano + Avocado Toast,2,4.9,Benefit Pay,False
TXN122265,CUST0076,Daily Regular,2024-06-03,12,Riffa,Dine-in,Latte + Flat White,2,3.7,Card,True
TXN102546,CUST0009,Daily Regular,2024-06-03,10,Muharraq,Dine-in,Cold Brew + Espresso,2,3.4,Benefit Pay,True
TXN108312,CUST0028,Daily Regular,2024-06-03,9,Riffa,Takeaway,Latte,1,1.8,Benefit Pay,True
TXN135657,CUST0131,Frequent,2024-06-03,10,Muharraq,Takeaway,Flat White + Matcha Latte + Matcha Latte,3,6.9,Card,True
TXN138742,CUST0169,Frequent,2024-06-03,21,Seef,Dine-in,Spanish Latte,1,2.1,Card,True
TXN103153,CUST0011,Daily Regular,2024-06-03,10,Riffa,Talabat,Iced Latte + Date Cake,2,4.2,Cash,True
TXN114475,CUST0047,Daily Regular,2024-06-03,8,Adliya,Dine-in,Cold Brew + Flat White,2,4.1,Card,True
TXN114404,CUST0047,Daily Regular,2024-06-03,12,Adliya,Dine-in,Cappuccino,1,1.8,Apple Pay,True
TXN144237,CUST0238,Frequent,2024-06-03,17,Riffa,Takeaway,Cappuccino,1,1.8,Benefit Pay,True
TXN132470,CUST0113,Daily Regular,2024-06-03,11,Seef,Takeaway,Espresso + Espresso,2,2.4,Benefit Pay,False
TXN140900,CUST0198,Frequent,2024-06-03,13,Adliya,Dine-in,Matcha Latte,1,2.5,Card,True
TXN154385,CUST0447,Weekend Visitor,2024-06-03,8,Muharraq,Dine-in,Matcha Latte + Karak Tea,2,3.3,Benefit Pay,False
TXN145874,CUST0259,Frequent,2024-06-03,16,Adliya,Dine-in,Americano + Spanish Latte + Cold Brew,3,5.7,Cash,True
TXN132457,CUST0113,Daily Regular,2024-06-03,17,Riffa,Dine-in,Cold Brew + Cold Brew,2,4.4,Apple Pay,False
TXN100276,CUST0001,Daily Regular,2024-06-03,15,Seef,Jahez,Flat White + Avocado Toast,2,5.4,Apple Pay,True
TXN126070,CUST0091,Daily Regular,2024-06-03,13,Adliya,Jahez,Spanish Latte,1,2.1,Card,True
TXN114385,CUST0047,Daily Regular,2024-06-03,16,Adliya,Takeaway,Flat White,1,1.9,Card,True
TXN122099,CUST0076,Daily Regular,2024-06-03,15,Seef,Takeaway,Cold Brew + Avocado Toast,2,5.7,Benefit Pay,True
TXN129250,CUST0102,Daily Regular,2024-06-03,12,Riffa,Takeaway,Matcha Latte,1,2.5,Apple Pay,False
TXN126148,CUST0091,Daily Regular,2024-06-03,18,Muharraq,Dine-in,Americano + Halloumi Sandwich,2,4.6,Benefit Pay,True
TXN141533,CUST0206,Frequent,2024-06-03,11,Seef,Talabat,Iced Latte + Cheesecake,2,4.8,Apple Pay,False
TXN108420,CUST0028,Daily Regular,2024-06-03,9,Riffa,Talabat,Latte + Flat White,2,3.7,Benefit Pay,True
TXN114458,CUST0047,Daily Regular,2024-06-03,8,Adliya,Dine-in,Cappuccino + Cappuccino,2,3.6,Benefit Pay,True
TXN104657,CUST0016,Daily Regular,2024-06-03,15,Seef,Dine-in,Iced Latte,1,2.0,Benefit Pay,False
TXN108952,CUST0030,Daily Regular,2024-06-03,12,Adliya,Talabat,Americano + Americano,2,2.8,Benefit Pay,False
TXN138767,CUST0169,Frequent,2024-06-03,7,Seef,Dine-in,Matcha Latte,1,2.5,Benefit Pay,True
TXN137501,CUST0154,Frequent,2024-06-03,11,Seef,Dine-in,Matcha Latte + Iced Latte + Date Cake,3,6.7,Benefit Pay,True
TXN149501,CUST0300,Frequent,2024-06-03,14,Adliya,Talabat,Americano + Americano + Halloumi Sandwich,3,6.0,Benefit Pay,True
TXN152608,CUST0395,Weekend Visitor,2024-06-03,11,Muharraq,Dine-in,Iced Latte + Spanish Latte + Flat White,3,6.0,Card,False
TXN115648,CUST0052,Daily Regular,2024-06-03,13,Muharraq,Takeaway,Matcha Latte,1,2.5,Benefit Pay,True
TXN114975,CUST0049,Daily Regular,2024-06-03,20,Riffa,Dine-in,Latte,1,1.8,Apple Pay,True
TXN137330,CUST0151,Frequent,2024-06-03,7,Adliya,Dine-in,Cold Brew + Americano + Cappuccino,3,5.4,Cash,False
TXN154753,CUST0458,Weekend Visitor,2024-06-03,7,Muharraq,Dine-in,Spanish Latte + Karak Tea + Cheesecake,3,5.7,Card,False
TXN120129,CUST0068,Daily Regular,2024-06-03,9,Riffa,Talabat,Iced Latte + Flat White,2,3.9,Benefit Pay,True
TXN143215,CUST0226,Frequent,2024-06-03,16,Adliya,Talabat,Latte + Halloumi Sandwich + Matcha Latte,3,7.5,Benefit Pay,False
TXN137714,CUST0157,Frequent,2024-06-03,9,Riffa,Dine-in,Cappuccino + Croissant + Date Cake,3,5.5,Cash,True
TXN135784,CUST0133,Frequent,2024-06-03,17,Riffa,Takeaway,Flat White,1,1.9,Benefit Pay,True
TXN143171,CUST0226,Frequent,2024-06-03,19,Adliya,Dine-in,Cortado + Cortado + Cappuccino,3,5.0,Card,False
TXN116827,CUST0057,Daily Regular,2024-06-03,8,Muharraq,Dine-in,Cold Brew + Espresso,2,3.4,Benefit Pay,True
TXN143163,CUST0226,Frequent,2024-06-03,12,Adliya,Dine-in,Cappuccino + Latte,2,3.6,Apple Pay,False
TXN130230,CUST0106,Daily Regular,2024-06-03,8,Seef,Takeaway,Cold Brew + Date Cake,2,4.4,Card,True
TXN110355,CUST0034,Daily Regular,2024-06-03,21,Riffa,Takeaway,Flat White + Matcha Latte,2,4.4,Cash,True
TXN121520,CUST0073,Daily Regular,2024-06-03,11,Riffa,Dine-in,Matcha Latte,1,2.5,Benefit Pay,True
TXN135992,CUST0135,Frequent,2024-06-03,20,Seef,Takeaway,Iced Latte,1,2.0,Card,True
TXN121549,CUST0073,Daily Regular,2024-06-03,10,Muharraq,Takeaway,Americano + Matcha Latte,2,3.9,Apple Pay,True
TXN132212,CUST0112,Daily Regular,2024-06-03,8,Muharraq,Jahez,Cold Brew,1,2.2,Benefit Pay,True
TXN135278,CUST0127,Frequent,2024-06-03,15,Adliya,Dine-in,Cortado + Avocado Toast,2,5.1,Card,True
TXN135836,CUST0133,Frequent,2024-06-03,15,Riffa,Dine-in,Matcha Latte,1,2.5,Benefit Pay,True
TXN150262,CUST0323,Weekend Visitor,2024-06-03,8,Riffa,Jahez,Matcha Latte + Flat White + Cappuccino,3,6.2,Benefit Pay,True
TXN100551,CUST0002,Daily Regular,2024-06-03,7,Seef,Takeaway,Cortado,1,1.6,Apple Pay,True
TXN120085,CUST0068,Daily Regular,2024-06-03,13,Riffa,Talabat,Cortado + Espresso,2,2.8,Benefit Pay,True
TXN112790,CUST0042,Daily Regular,2024-06-03,15,Seef,Dine-in,Cold Brew + Croissant,2,3.7,Benefit Pay,True
TXN111335,CUST0038,Daily Regular,2024-06-03,20,Muharraq,Takeaway,Matcha Latte + Iced Latte,2,4.5,Benefit Pay,True
TXN142705,CUST0221,Frequent,2024-06-03,9,Adliya,Jahez,Flat White + Avocado Toast + Spanish Latte,3,7.5,Card,True
TXN146925,CUST0271,Frequent,2024-06-03,8,Adliya,Jahez,Matcha Latte + Date Cake + Karak Tea,3,5.5,Apple Pay,True
TXN108620,CUST0029,Daily Regular,2024-06-03,13,Adliya,Takeaway,Espresso + Iced Latte,2,3.2,Card,True
TXN100833,CUST0003,Daily Regular,2024-06-03,14,Muharraq,Takeaway,Flat White + Espresso,2,3.1,Benefit Pay,True
TXN123231,CUST0080,Daily Regular,2024-06-03,8,Adliya,Takeaway,Latte + Avocado Toast,2,5.3,Apple Pay,True
TXN156646,CUST0573,Occasional,2024-06-03,17,Adliya,Jahez,Flat White + Cold Brew,2,4.1,Benefit Pay,False
TXN155068,CUST0465,Weekend Visitor,2024-06-03,15,Riffa,Dine-in,Cappuccino + Flat White + Cortado + Espresso,4,6.5,Cash,False
TXN106746,CUST0023,Daily Regular,2024-06-03,8,Muharraq,Talabat,Cold Brew + Date Cake,2,4.4,Card,True
TXN112248,CUST0040,Daily Regular,2024-06-03,16,Seef,Jahez,Iced Latte + Iced Latte,2,4.0,Benefit Pay,True
TXN104741,CUST0016,Daily Regular,2024-06-03,8,Seef,Takeaway,Espresso + Croissant,2,2.7,Benefit Pay,False
